series_id,Sales,revenue_pct,cumulative_revenue_pct,abc_class
EU_OFF-AP-10004512,17565.722999999998,0.3610243667688868,0.3610243667688868,A
US_TEC-CO-10004722,17499.95,0.3596725490455008,0.7206969158143876,A
APAC_FUR-BO-10004679,14777.2692,0.30371390095946377,1.0244108167738513,A
EU_OFF-AP-10002330,14174.649,0.29132838308996645,1.3157391998638177,A
LATAM_TEC-PH-10004196,12013.199999999999,0.24690460636707015,1.5626438062308878,A
APAC_FUR-CH-10002213,11542.785,0.23723627233415925,1.799880078565047,A
US_TEC-MA-10000822,11219.934000000001,0.23060078811095358,2.0304808666760006,A
US_TEC-CO-10001449,11159.813999999998,0.2293651552292244,2.2598460219052248,A
APAC_TEC-PH-10004664,9775.323,0.20091002209452666,2.4607560439997513,A
APAC_TEC-PH-10003856,9683.099999999999,0.19901458345095202,2.6597706274507034,A
APAC_OFF-AP-10002793,9563.2482,0.1965512962750635,2.856321923725767,A
APAC_TEC-PH-10000303,9543.6,0.196147471225383,3.05246939495115,A
APAC_TEC-PH-10000030,9421.3815,0.1936355417949836,3.2461049367461334,A
APAC_TEC-PH-10000169,9202.464,0.1891361794964817,3.435241116242615,A
Africa_TEC-APP-10002966,8925.0,0.18343352410898855,3.6186746403516037,A
US_TEC-MA-10001127,8749.95,0.17983576070335514,3.798510401054959,A
APAC_FUR-CH-10002250,8628.7578,0.1773449245867701,3.975855325641729,A
US_OFF-BI-10001359,8521.404999999999,0.1751385265557373,4.150993852197466,A
LATAM_TEC-PH-10000419,8482.8,0.17434508664557177,4.325338938843037,A
US_FUR-BO-10004834,8298.8316,0.1705640253641497,4.495902964207187,A
EU_TEC-PH-10002623,8178.0,0.16808060057852195,4.663983564785709,A
US_TEC-MA-10004125,7999.98,0.16442179542873123,4.82840536021444,A
APAC_OFF-AP-10002244,7813.797,0.16059521796999915,4.989000578184439,A
APAC_TEC-CO-10002035,7733.1672,0.15893805176695122,5.1479386299513905,A
APAC_FUR-CH-10003232,7562.439,0.15542911334781573,5.303367743299206,A
APAC_TEC-PH-10001670,7180.377,0.14757667871609265,5.450944422015299,A
EU_TEC-PH-10002035,7156.8,0.14709210592080776,5.598036527936107,A
APAC_FUR-BO-10000035,7071.8076,0.1453452761780088,5.743381804114116,A
APAC_TEC-CO-10001654,7011.6618,0.14410911303466375,5.88749091714878,A
US_TEC-MA-10000045,6965.700000000001,0.14316447046341532,6.030655387612195,A
US_OFF-AP-10002945,6914.95,0.14212141709103085,6.172776804703226,A
LATAM_TEC-PH-10002774,6815.04,0.1400679892598007,6.312844793963026,A
APAC_FUR-BO-10001934,6740.8434,0.13854304317409707,6.451387837137124,A
US_TEC-CO-10003763,6719.904,0.13811268038029004,6.589500517517414,A
APAC_TEC-PH-10003713,6679.575000000001,0.13728380748462715,6.726784325002041,A
US_FUR-CH-10000454,6611.858,0.1358920351650654,6.862676360167106,A
US_FUR-CH-10002024,6589.2119999999995,0.13542659700406012,6.998102957171167,A
EU_OFF-ST-10001758,6581.382,0.13526566876946367,7.13336862594063,A
APAC_FUR-CH-10002061,6433.6272,0.13222889749013386,7.265597523430764,A
APAC_TEC-PH-10000780,6424.6368,0.13204411981448685,7.397641643245251,A
APAC_TEC-CO-10000447,6423.6900000000005,0.13202466044634945,7.5296663036916005,A
APAC_OFF-AP-10004964,6363.0303,0.13077793523151537,7.660444238923116,A
EU_FUR-BO-10004999,6126.540000000001,0.12591740311425018,7.786361642037366,A
APAC_TEC-PH-10001751,6064.11,0.1246342933203987,7.910995935357764,A
US_TEC-AC-10003832,5982.242,0.12295167867034218,8.033947614028106,A
US_FUR-CH-10004063,5948.384,0.12225580278694922,8.156203416815055,A
APAC_FUR-CH-10000660,5830.656,0.11983616559632702,8.276039582411382,A
APAC_FUR-BO-10001073,5820.213,0.11962153295853765,8.39566111536992,A
US_TEC-AC-10002049,5800.23,0.11921082683951582,8.514871942209437,A
APAC_OFF-AP-10003917,5766.09,0.1185091550733443,8.633381097282781,A
EU_TEC-PH-10002935,5726.16,0.1176884827352298,8.751069580018012,A
EU_FUR-BO-10003103,5715.8189999999995,0.11747594648057308,8.868545526498584,A
EU_FUR-CH-10004774,5706.48,0.11728400410727854,8.985829530605862,A
EU_TEC-CO-10001342,5631.6525,0.11574609127531606,9.101575621881178,A
US_OFF-BI-10004600,5593.448,0.11496088275186261,9.21653650463304,A
US_FUR-CH-10003973,5576.4,0.11461049902984467,9.331147003662885,A
US_OFF-BI-10004995,5443.959999999999,0.11188848940149795,9.443035493064382,A
US_TEC-MA-10000488,5439.932,0.11180570282053315,9.554841195884915,A
EU_TEC-CO-10003800,5438.2275,0.1117706706141641,9.666611866499078,A
US_FUR-TA-10003473,5435.0785,0.11170594992313673,9.778317816422215,A
EU_OFF-AP-10001623,5382.795,0.11063137886904685,9.88894919529126,A
LATAM_TEC-PH-10002815,5344.416,0.10984258388621448,9.998791779177475,A
US_TEC-CO-10001046,5319.924000000001,0.10933920530106296,10.108130984478539,A
US_OFF-ST-10003208,5298.6320000000005,0.10890159559850514,10.217032580077044,A
US_TEC-PH-10001817,5298.4,0.10889682735451707,10.32592940743156,A
APAC_FUR-CH-10000027,5283.09,0.10858216435685784,10.434511571788418,A
EU_TEC-PH-10002759,5276.988,0.10845675131886198,10.54296832310728,A
APAC_FUR-TA-10000989,5259.172500000001,0.1080905933414095,10.651058916448688,A
EU_OFF-ST-10004489,5219.235,0.1072697668574764,10.758328683306164,A
US_TEC-PH-10001795,5207.916,0.107037129988077,10.865365813294241,A
US_TEC-MA-10001047,5199.96,0.10687361210372842,10.97223942539797,A
US_TEC-CO-10004115,5199.896000000001,0.10687229672607657,11.079111722124045,A
US_TEC-PH-10002885,5198.64,0.10684648243965851,11.185958204563704,A
EU_TEC-PH-10000160,5164.32,0.10614111117384108,11.292099315737545,A
