series_id,Order Date,Sales,Quantity,Discount,Profit,Unit Price,day,day_of_week,week,month,quarter,year,is_weekend,sin_month,cos_month,sin_day_of_week,cos_day_of_week,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28,rolling_std_7,rolling_std_28,short_term_trend,medium_term_trend,demand_volatility,is_stockout_derived,inventory_level_proxy,reconstructed_demand,censored_demand_gap
Africa_Furniture,2011-01-01,0.0,0.0,0.0,0.0,0.0,1,5,52,1,1,2011,1,0.5,0.866,-0.9749,-0.2225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,30.0,0.0,0.0
Africa_Furniture,2011-01-02,0.0,0.0,0.0,0.0,0.0,2,6,52,1,1,2011,1,0.5,0.866,-0.7818,0.6235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0
Africa_Furniture,2011-01-03,0.0,0.0,0.0,0.0,0.0,3,0,1,1,1,2011,0,0.5,0.866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0
Africa_Furniture,2011-01-04,0.0,0.0,0.0,0.0,0.0,4,1,1,1,1,2011,0,0.5,0.866,0.7818,0.6235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0
Africa_Furniture,2011-01-05,0.0,0.0,0.0,0.0,0.0,5,2,1,1,1,2011,0,0.5,0.866,0.9749,-0.2225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0
Africa_Furniture,2011-01-06,0.0,0.0,0.0,0.0,0.0,6,3,1,1,1,2011,0,0.5,0.866,0.4339,-0.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,0.0,0.0
Africa_Furniture,2011-01-07,29.268,2.0,0.7,-55.632,14.634,7,4,1,1,1,2011,0,0.5,0.866,-0.4339,-0.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,29.268,0.0
Africa_Furniture,2011-01-08,922.86,2.0,0.0,9.18,461.43,8,5,1,1,1,2011,1,0.5,0.866,-0.9749,-0.2225,29.268,0.0,0.0,0.0,4.1811428571428575,3.6585,3.6585,11.062264196034063,10.347800635883937,1.1429,1.0,2.6458,False,5.0,922.86,0.0
Africa_Furniture,2011-01-09,0.0,0.0,0.0,0.0,461.43,9,6,1,1,1,2011,1,0.5,0.866,-0.7818,0.6235,922.86,0.0,0.0,0.0,136.01828571428572,105.792,105.792,347.13599090352386,306.5533538488855,1.2857,1.0,2.5521,False,357.048,0.0,0.0
Africa_Furniture,2011-01-10,0.0,0.0,0.0,0.0,461.43,10,0,2,1,1,2011,0,0.5,0.866,0.0,1.0,0.0,0.0,0.0,0.0,136.01828571428572,95.2128,95.2128,347.13599090352386,290.9510120250486,1.4286,1.0,2.5521,False,317.376,0.0,0.0
Africa_Furniture,2011-01-11,0.0,0.0,0.0,0.0,461.43,11,1,2,1,1,2011,0,0.5,0.866,0.7818,0.6235,0.0,0.0,0.0,0.0,136.01828571428572,86.55709090909092,86.55709090909092,347.13599090352386,277.5092368860736,1.5714,1.0,2.5521,False,285.6384,0.0,0.0
Africa_Furniture,2011-01-12,0.0,0.0,0.0,0.0,461.43,12,2,2,1,1,2011,0,0.5,0.866,0.9749,-0.2225,0.0,0.0,0.0,0.0,136.01828571428572,79.34400000000001,79.34400000000001,347.13599090352386,265.7718692604276,1.7143,1.0,2.5521,False,259.67127272727276,0.0,0.0
Africa_Furniture,2011-01-13,0.0,0.0,0.0,0.0,461.43,13,3,2,1,1,2011,0,0.5,0.866,0.4339,-0.901,0.0,0.0,0.0,0.0,136.01828571428572,73.24061538461538,73.24061538461538,347.13599090352386,255.40698808944728,1.8571,1.0,2.5521,False,238.03200000000004,0.0,0.0
Africa_Furniture,2011-01-14,0.0,0.0,0.0,0.0,461.43,14,4,2,1,1,2011,0,0.5,0.866,-0.4339,-0.901,0.0,29.268,0.0,0.0,136.01828571428572,68.00914285714286,68.00914285714286,347.13599090352386,246.16657684985998,2.0,1.0,2.5521,False,219.72184615384614,0.0,0.0
Africa_Furniture,2011-01-15,44.874,1.0,0.7,-56.856,44.874,15,5,2,1,1,2011,1,0.5,0.866,-0.9749,-0.2225,0.0,922.86,0.0,0.0,131.83714285714285,68.00914285714286,63.4752,348.80829356129544,237.86110595987975,2.077,1.0714,2.6458,False,159.15342857142858,44.874,0.0
Africa_Furniture,2011-01-16,0.0,0.0,0.0,0.0,44.874,16,6,2,1,1,2011,1,0.5,0.866,-0.7818,0.6235,44.874,0.0,0.0,0.0,6.410571428571429,71.21442857142857,62.312625000000004,16.960777761814942,229.8427084696184,0.1029,1.1429,2.6458,False,213.6432857142857,0.0,0.0
Africa_Furniture,2011-01-17,0.0,0.0,0.0,0.0,44.874,17,0,3,1,1,2011,0,0.5,0.866,0.0,1.0,0.0,0.0,0.0,0.0,6.410571428571429,71.21442857142857,58.64717647058824,16.960777761814942,223.05681998434704,0.1093,1.2143,2.6458,False,213.6432857142857,0.0,0.0
Africa_Furniture,2011-01-18,0.0,0.0,0.0,0.0,44.874,18,1,3,1,1,2011,0,0.5,0.866,0.7818,0.6235,0.0,0.0,0.0,0.0,6.410571428571429,71.21442857142857,55.389,16.960777761814942,216.83796166479056,0.1157,1.2857,2.6458,False,213.6432857142857,0.0,0.0
Africa_Furniture,2011-01-19,0.0,0.0,0.0,0.0,44.874,19,2,3,1,1,2011,0,0.5,0.866,0.9749,-0.2225,0.0,0.0,0.0,0.0,6.410571428571429,71.21442857142857,52.473789473684214,16.960777761814942,211.11139742998742,0.1222,1.3571,2.6458,False,213.6432857142857,0.0,0.0
Africa_Furniture,2011-01-20,825.36,2.0,0.0,338.34,412.68,20,3,3,1,1,2011,0,0.5,0.866,0.4339,-0.901,0.0,0.0,0.0,0.0,6.410571428571429,71.21442857142857,49.850100000000005,16.960777761814942,205.81547968735694,0.1286,1.4286,2.6458,False,5.0,825.36,0.0
Africa_Furniture,2011-01-21,0.0,0.0,0.0,0.0,412.68,21,4,3,1,1,2011,0,0.5,0.866,-0.4339,-0.901,825.36,0.0,29.268,0.0,124.31914285714286,130.1687142857143,86.77914285714286,309.5819925078699,262.4516134990002,1.4326,1.5,2.4902,False,390.5061428571429,0.0,0.0
Africa_Furniture,2011-01-22,0.0,0.0,0.0,0.0,412.68,22,5,3,1,1,2011,1,0.5,0.866,-0.9749,-0.2225,0.0,44.874,922.86,0.0,124.31914285714286,128.07814285714286,82.83463636363636,309.5819925078699,256.79390544124334,1.5008,1.5462,2.4902,False,384.23442857142857,0.0,0.0
Africa_Furniture,2011-01-23,0.0,0.0,0.0,0.0,412.68,23,6,3,1,1,2011,1,0.5,0.866,-0.7818,0.6235,0.0,0.0,0.0,0.0,117.90857142857143,62.15957142857143,79.23313043478261,311.95675744289576,251.4836480184428,1.4881,0.7845,2.6458,False,186.4787142857143,0.0,0.0
Africa_Furniture,2011-01-24,0.0,0.0,0.0,0.0,412.68,24,0,4,1,1,2011,0,0.5,0.866,0.0,1.0,0.0,0.0,0.0,0.0,117.90857142857143,62.15957142857143,75.93175000000001,311.95675744289576,246.48704570480496,1.5528,0.8186,2.6458,False,186.4787142857143,0.0,0.0
Africa_Furniture,2011-01-25,0.0,0.0,0.0,0.0,412.68,25,1,4,1,1,2011,0,0.5,0.866,0.7818,0.6235,0.0,0.0,0.0,0.0,117.90857142857143,62.15957142857143,72.89448,311.95675744289576,241.77467734599503,1.6175,0.8527,2.6458,False,186.4787142857143,0.0,0.0
Africa_Furniture,2011-01-26,0.0,0.0,0.0,0.0,412.68,26,2,4,1,1,2011,0,0.5,0.866,0.9749,-0.2225,0.0,0.0,0.0,0.0,117.90857142857143,62.15957142857143,70.09084615384616,311.95675744289576,237.3208045091188,1.6822,0.8868,2.6458,False,186.4787142857143,0.0,0.0
Africa_Furniture,2011-01-27,50.7,2.0,0.0,22.8,25.35,27,3,4,1,1,2011,0,0.5,0.866,0.4339,-0.901,0.0,825.36,0.0,0.0,117.90857142857143,62.15957142857143,67.4948888888889,311.95675744289576,233.10280665196987,1.7469,0.921,2.6458,False,135.77871428571427,50.7,0.0
Africa_Furniture,2011-01-28,0.0,0.0,0.0,0.0,25.35,28,4,4,1,1,2011,0,0.5,0.866,-0.4339,-0.901,50.7,0.0,0.0,0.0,7.242857142857143,65.781,66.89507142857143,19.162798781566845,228.76737939402446,0.1083,0.9833,2.6458,False,197.34300000000002,0.0,0.0
